f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14
4148.205078,4198.461426,4180.512695,4247.692383,4201.025391,4192.307617,4200,4168.205078,4186.666504,4194.358887,4168.205078,4182.563965,4183.07666,4187.692383
4158.461426,4181.538574,4149.230469,4230.769043,4183.589844,4164.615234,4183.07666,4161.538574,4181.025391,4192.307617,4160,4168.205078,4174.358887,4172.307617
4180,4193.333008,4189.743652,4236.922852,4187.179199,4179.487305,4188.717773,4176.410156,4166.666504,4194.358887,4158.461426,4178.461426,4182.05127,4170.769043
4172.820313,4212.307617,4175.384277,4251.281738,4189.743652,4211.794922,4195.897461,4183.07666,4171.794922,4195.897461,4165.641113,4184.615234,4193.333008,4195.384277
4171.794922,4197.94873,4208.717773,4240,4185.641113,4200.512695,4198.974121,4177.436035,4192.307617,4193.333008,4170.769043,4185.12793,4179.487305,4193.846191
4177.94873,4182.05127,4214.871582,4224.102539,4172.307617,4164.102539,4195.384277,4181.538574,4193.333008,4192.820313,4170.769043,4184.102539,4181.538574,4168.717773
4170.256348,4188.205078,4144.102539,4222.563965,4170.256348,4162.05127,4192.820313,4202.05127,4192.307617,4194.871582,4169.743652,4180.512695,4201.025391,4173.333008
4172.820313,4186.153809,4172.307617,4204.102539,4193.846191,4189.743652,4207.692383,4209.230469,4206.666504,4192.307617,4176.410156,4191.794922,4194.358887,4198.974121
4170.769043,4173.333008,4193.846191,4182.563965,4192.307617,4188.205078,4205.641113,4192.820313,4205.641113,4190.256348,4183.589844,4181.025391,4183.07666,4192.820313
4160,4176.922852,4185.12793,4185.12793,4187.179199,4176.410156,4197.94873,4190.256348,4187.179199,4192.820313,4178.461426,4172.820313,4184.615234,4175.897461
4156.922852,4178.974121,4180.512695,4187.179199,4182.563965,4191.281738,4200,4196.410156,4187.179199,4191.281738,4167.692383,4183.589844,4182.563965,4182.05127
4160.512695,4172.307617,4196.922852,4174.358887,4180,4198.461426,4201.538574,4193.333008,4195.897461,4189.230469,4168.717773,4175.897461,4176.922852,4188.717773
4167.179199,4177.94873,4224.615234,4155.897461,4205.641113,4187.179199,4207.179199,4191.794922,4192.820313,4193.333008,4180.512695,4185.641113,4168.717773,4196.410156
4165.12793,4181.538574,4164.615234,4148.717773,4202.05127,4189.230469,4196.922852,4189.230469,4186.666504,4193.846191,4187.179199,4197.94873,4178.974121,4207.179199
4167.692383,4176.410156,4163.589844,4151.794922,4185.641113,4202.05127,4191.281738,4189.230469,4186.666504,4193.846191,4184.102539,4192.820313,4203.589844,4188.717773
4171.281738,4187.179199,4185.641113,4148.205078,4176.922852,4205.641113,4197.94873,4196.922852,4195.897461,4194.871582,4182.05127,4196.922852,4199.487305,4164.615234
4168.717773,4212.307617,4150.769043,4142.05127,4170.256348,4197.436035,4194.871582,4205.641113,4201.025391,4190.769043,4186.153809,4204.102539,4173.846191,4180.512695
4169.743652,4213.333008,4183.07666,4147.692383,4190.256348,4180.512695,4200,4212.820313,4196.922852,4190.256348,4188.717773,4198.461426,4175.384277,4190.769043
4166.666504,4200.512695,4171.281738,4157.436035,4195.897461,4186.153809,4206.153809,4214.871582,4205.12793,4191.281738,4190.256348,4185.12793,4193.846191,4177.94873
4160,4194.358887,4154.871582,4158.974121,4194.871582,4205.12793,4212.820313,4209.743652,4204.102539,4190.769043,4188.717773,4185.641113,4187.179199,4172.820313
4158.461426,4195.384277,4203.589844,4165.12793,4199.487305,4196.922852,4217.94873,4209.230469,4184.615234,4193.333008,4182.563965,4185.12793,4181.025391,4176.410156
4156.922852,4204.615234,4204.615234,4175.897461,4198.461426,4183.589844,4212.820313,4217.94873,4191.794922,4192.307617,4184.615234,4173.333008,4201.538574,4192.307617
4153.846191,4187.179199,4209.743652,4157.436035,4207.692383,4172.820313,4209.230469,4204.102539,4211.281738,4190.769043,4184.615234,4183.07666,4204.615234,4194.358887
4143.589844,4170.256348,4191.281738,4126.153809,4196.410156,4172.307617,4193.333008,4180,4205.12793,4191.794922,4174.358887,4185.12793,4185.12793,4172.307617
4135.384277,4189.743652,4175.384277,4128.717773,4189.743652,4198.461426,4190.769043,4184.102539,4193.333008,4194.871582,4174.871582,4181.025391,4188.717773,4176.410156
4143.07666,4197.436035,4185.641113,4135.384277,4197.94873,4208.205078,4200,4190.769043,4196.410156,4193.333008,4186.153809,4191.281738,4194.871582,4204.102539
4154.358887,4176.922852,4165.12793,4120,4187.692383,4181.025391,4187.692383,4185.641113,4196.922852,4188.717773,4186.153809,4172.820313,4181.025391,4191.281738
4167.179199,4183.07666,4180,4126.666504,4181.025391,4174.871582,4192.307617,4185.641113,4188.205078,4192.307617,4182.05127,4161.538574,4181.538574,4162.563965
4165.641113,4214.871582,4186.666504,4144.102539,4176.922852,4198.974121,4204.102539,4187.692383,4188.717773,4193.333008,4182.05127,4180,4176.410156,4163.07666
4168.205078,4213.333008,4207.692383,4134.871582,4181.538574,4202.05127,4201.538574,4184.615234,4197.94873,4188.205078,4182.05127,4187.692383,4147.179199,4177.436035
4183.589844,4203.07666,4233.846191,4141.538574,4195.897461,4188.205078,4202.05127,4182.563965,4194.871582,4190.256348,4185.12793,4184.615234,4151.281738,4191.281738
4175.897461,4206.153809,4187.179199,4167.179199,4195.897461,4182.563965,4198.461426,4187.179199,4189.743652,4195.384277,4183.07666,4169.230469,4192.307617,4185.641113
4173.333008,4191.794922,4192.820313,4164.102539,4192.820313,4185.641113,4195.384277,4196.922852,4194.871582,4192.307617,4170.256348,4170.769043,4202.05127,4170.256348
4178.974121,4181.025391,4203.07666,4158.461426,4181.538574,4181.025391,4187.179199,4191.281738,4193.846191,4189.743652,4166.666504,4178.974121,4188.717773,4173.333008
4166.153809,4193.846191,4175.897461,4175.384277,4181.538574,4174.871582,4186.666504,4171.794922,4179.487305,4194.871582,4177.94873,4182.563965,4207.692383,4186.666504
4154.871582,4196.410156,4161.538574,4174.358887,4195.384277,4193.333008,4199.487305,4174.871582,4181.538574,4193.846191,4185.12793,4191.281738,4213.333008,4187.179199
4165.641113,4193.846191,4147.179199,4164.615234,4180,4204.102539,4189.743652,4185.641113,4204.102539,4185.12793,4183.589844,4177.94873,4184.615234,4183.589844
4193.333008,4211.794922,4218.461426,4187.179199,4179.487305,4186.666504,4185.12793,4177.94873,4194.871582,4188.717773,4181.025391,4170.256348,4187.692383,4183.589844
4195.384277,4233.333008,4244.102539,4212.307617,4196.922852,4196.410156,4197.436035,4186.153809,4170.769043,4194.871582,4181.538574,4181.538574,4216.922852,4184.615234
4193.846191,4242.05127,4190.256348,4211.794922,4193.333008,4231.281738,4206.666504,4214.871582,4191.794922,4191.281738,4194.871582,4198.461426,4219.487305,4201.538574
4208.717773,4233.333008,4188.717773,4197.436035,4184.615234,4221.538574,4207.692383,4220.512695,4222.563965,4191.281738,4203.07666,4208.717773,4200.512695,4216.922852
4212.307617,4228.205078,4197.436035,4203.07666,4187.692383,4203.589844,4203.589844,4205.641113,4210.769043,4195.384277,4201.538574,4191.794922,4214.871582,4210.256348
4225.12793,4256.922852,4242.563965,4236.410156,4205.641113,4236.410156,4220,4218.974121,4203.07666,4197.94873,4209.230469,4196.922852,4242.563965,4215.897461
4230.769043,4263.589844,4231.794922,4235.384277,4194.871582,4231.281738,4215.384277,4223.07666,4213.333008,4194.358887,4207.692383,4206.666504,4224.102539,4223.589844
4198.974121,4224.615234,4173.846191,4190.256348,4175.384277,4172.307617,4185.12793,4189.743652,4190.769043,4190.256348,4183.07666,4178.974121,4198.974121,4205.641113
4188.205078,4229.743652,4193.846191,4181.025391,4191.794922,4176.922852,4194.358887,4183.07666,4170.256348,4192.307617,4174.358887,4179.487305,4220.512695,4192.307617
4214.871582,4275.897461,4170.769043,4203.07666,4187.179199,4221.025391,4205.641113,4198.461426,4190.769043,4193.333008,4196.922852,4201.538574,4235.384277,4204.615234
4213.333008,4263.07666,4165.12793,4196.410156,4192.307617,4210.256348,4198.974121,4196.410156,4184.615234,4193.846191,4200.512695,4208.205078,4210.256348,4212.820313
4191.794922,4217.436035,4225.12793,4174.871582,4218.974121,4167.692383,4201.538574,4182.05127,4152.307617,4193.846191,4186.666504,4203.589844,4190.769043,4203.589844
4202.563965,4216.410156,4257.436035,4167.179199,4216.922852,4159.487305,4204.615234,4172.307617,4156.410156,4192.820313,4188.717773,4196.410156,4195.897461,4198.461426
4221.025391,4239.487305,4243.07666,4180.512695,4196.922852,4185.641113,4202.563965,4185.12793,4175.384277,4192.307617,4196.410156,4205.12793,4208.717773,4203.589844
4214.871582,4242.563965,4133.333008,4183.07666,4168.205078,4201.025391,4185.12793,4199.487305,4177.94873,4188.205078,4200.512695,4191.281738,4207.692383,4206.153809
4224.615234,4230.256348,4116.922852,4161.538574,4179.487305,4201.538574,4186.666504,4197.436035,4170.256348,4187.692383,4207.179199,4163.07666,4198.974121,4193.333008
4254.871582,4233.846191,4183.589844,4152.820313,4195.384277,4202.563965,4197.94873,4197.436035,4172.820313,4190.769043,4215.384277,4160,4197.436035,4181.025391
4258.974121,4246.153809,4169.743652,4149.230469,4174.871582,4188.205078,4184.102539,4209.743652,4176.410156,4190.769043,4212.820313,4162.563965,4193.333008,4189.743652
4262.05127,4233.333008,4189.230469,4131.794922,4182.05127,4162.05127,4184.102539,4202.05127,4160.512695,4189.743652,4221.538574,4177.436035,4169.743652,4209.743652
4267.692383,4229.743652,4169.743652,4116.922852,4188.205078,4172.820313,4194.871582,4180.512695,4155.897461,4192.820313,4223.07666,4184.615234,4154.871582,4211.794922
4275.897461,4213.333008,4147.179199,4135.897461,4184.615234,4203.07666,4197.94873,4195.897461,4177.436035,4195.384277,4232.820313,4191.281738,4185.641113,4208.205078
4296.922852,4161.538574,4190.769043,4169.230469,4184.615234,4201.538574,4196.410156,4220.512695,4191.281738,4186.666504,4311.794922,4221.538574,4110.256348,4246.666504
4311.794922,4052.820313,4193.846191,4206.153809,4180.512695,4186.153809,4189.743652,4209.743652,4167.179199,4182.05127,4305.12793,4209.230469,3974.871582,4254.871582
4316.410156,3910.769043,4202.563965,4217.436035,4192.307617,4185.12793,4193.333008,4177.94873,4138.461426,4191.281738,4171.281738,4165.641113,4009.230713,4195.897461
4308.717773,3934.871582,4182.563965,4166.153809,4193.846191,4193.333008,4197.94873,4174.358887,4144.615234,4194.358887,4143.589844,4168.717773,4143.07666,4186.666504
4328.717773,4167.692383,4178.974121,4134.871582,4192.307617,4184.615234,4200,4187.692383,4156.410156,4188.717773,4220,4202.563965,4176.410156,4226.666504
4344.615234,4294.871582,4203.07666,4139.487305,4200.512695,4182.563965,4198.974121,4180,4154.358887,4192.307617,4243.589844,4216.410156,4061.53833,4237.436035
4318.974121,4177.94873,4199.487305,4167.692383,4201.538574,4194.358887,4193.846191,4183.589844,4158.461426,4196.410156,4238.974121,4214.358887,3970.256348,4249.230469
4314.871582,4166.666504,4230.769043,4216.922852,4197.94873,4177.94873,4202.05127,4196.922852,4175.384277,4195.897461,4219.487305,4214.358887,4089.230713,4253.333008
4313.846191,4300,4225.641113,4229.743652,4185.641113,4153.333008,4198.461426,4185.641113,4171.794922,4193.333008,4170.256348,4186.153809,4276.410156,4203.589844
4275.384277,4324.102539,4210.256348,4207.179199,4184.615234,4175.384277,4187.692383,4179.487305,4156.410156,4191.281738,4169.743652,4174.358887,4297.94873,4180.512695
4250.256348,4308.717773,4208.205078,4228.205078,4190.256348,4205.12793,4198.974121,4196.922852,4156.410156,4192.307617,4191.794922,4205.12793,4246.666504,4212.820313
4267.692383,4345.641113,4166.153809,4278.461426,4180,4195.897461,4204.615234,4195.384277,4171.281738,4194.358887,4189.743652,4194.358887,4258.461426,4226.153809
4280.512695,4372.820313,4163.07666,4302.563965,4178.974121,4205.12793,4204.102539,4203.589844,4179.487305,4197.94873,4196.410156,4181.538574,4255.384277,4225.641113
4263.589844,4358.974121,4174.358887,4358.461426,4186.153809,4218.974121,4202.563965,4220,4168.205078,4195.384277,4188.717773,4191.794922,4254.358887,4215.897461
4240,4376.922852,4201.025391,4388.717773,4201.025391,4206.666504,4202.563965,4195.897461,4161.025391,4190.256348,4172.307617,4188.717773,4253.333008,4197.94873
4243.07666,4353.846191,4227.692383,4390.256348,4211.794922,4197.94873,4208.205078,4159.487305,4166.153809,4191.794922,4173.846191,4189.230469,4211.794922,4199.487305
4259.487305,4306.153809,4187.179199,4448.717773,4190.769043,4189.743652,4198.461426,4158.461426,4177.436035,4191.794922,4182.563965,4185.641113,4188.205078,4204.615234
4240,4322.05127,4213.333008,4473.846191,4188.717773,4177.436035,4198.974121,4184.615234,4180,4190.256348,4189.230469,4183.589844,4177.94873,4195.384277
4201.538574,4330.769043,4250.256348,4427.692383,4197.436035,4175.384277,4203.589844,4180,4175.897461,4191.281738,4175.897461,4176.922852,4176.922852,4183.589844
4202.563965,4329.743652,4200,4437.94873,4189.743652,4192.820313,4203.07666,4170.769043,4180,4191.281738,4152.307617,4172.820313,4208.717773,4184.615234
4221.025391,4349.230469,4184.615234,4486.666504,4187.179199,4210.769043,4207.179199,4192.307617,4180,4190.769043,4150.256348,4179.487305,4222.05127,4185.641113
4200,4370.256348,4185.641113,4465.641113,4178.461426,4210.256348,4198.461426,4193.846191,4180,4195.384277,4158.974121,4167.179199,4218.461426,4183.589844
4187.692383,4316.922852,4208.717773,4446.153809,4189.230469,4188.717773,4201.025391,4170.769043,4181.025391,4197.436035,4168.717773,4161.538574,4210.769043,4186.153809
4192.307617,4256.410156,4196.922852,4453.333008,4201.025391,4184.615234,4215.384277,4163.589844,4181.025391,4191.794922,4172.307617,4174.871582,4184.615234,4194.358887
4184.615234,4304.615234,4154.358887,4447.692383,4184.615234,4198.461426,4215.897461,4174.871582,4174.871582,4187.692383,4160.512695,4176.410156,4189.230469,4202.05127
4197.94873,4361.538574,4176.410156,4442.05127,4181.538574,4198.461426,4213.846191,4181.538574,4178.974121,4191.794922,4160.512695,4176.410156,4228.205078,4202.563965
4208.205078,4348.205078,4170.769043,4433.333008,4186.153809,4197.94873,4216.922852,4179.487305,4195.384277,4192.820313,4172.820313,4180.512695,4227.692383,4204.102539
4196.922852,4321.538574,4196.922852,4428.205078,4192.820313,4203.589844,4232.307617,4178.974121,4182.05127,4192.307617,4169.743652,4185.12793,4199.487305,4199.487305
4196.922852,4326.153809,4228.205078,4436.922852,4201.538574,4210.256348,4241.025391,4195.384277,4170.256348,4193.846191,4167.179199,4187.692383,4207.179199,4195.384277
4205.12793,4327.179199,4183.07666,4442.05127,4204.102539,4205.641113,4231.794922,4211.794922,4185.641113,4191.794922,4167.692383,4171.794922,4228.205078,4193.333008
4199.487305,4314.871582,4179.487305,4418.974121,4198.974121,4190.769043,4224.615234,4200.512695,4183.589844,4190.769043,4157.436035,4160,4218.974121,4187.692383
4183.589844,4308.205078,4190.769043,4409.230469,4182.05127,4188.717773,4222.05127,4187.179199,4166.666504,4193.846191,4151.281738,4165.641113,4202.563965,4188.717773
4196.922852,4291.281738,4210.256348,4418.461426,4193.333008,4200,4231.794922,4188.205078,4181.538574,4194.871582,4163.07666,4175.897461,4202.05127,4192.820313
4208.717773,4288.717773,4187.692383,4395.897461,4195.384277,4209.743652,4236.410156,4186.153809,4206.153809,4192.820313,4171.281738,4181.538574,4205.12793,4193.333008
4193.333008,4304.102539,4148.205078,4365.641113,4170.769043,4214.871582,4225.12793,4190.769043,4192.307617,4190.256348,4165.641113,4176.410156,4220.512695,4196.410156
4199.487305,4300.512695,4194.871582,4344.615234,4179.487305,4204.615234,4231.281738,4191.281738,4175.384277,4191.794922,4167.692383,4187.179199,4234.871582,4206.666504
4203.07666,4289.743652,4178.974121,4321.538574,4189.743652,4181.538574,4234.358887,4177.94873,4174.358887,4193.846191,4172.307617,4191.281738,4209.743652,4204.102539
4182.05127,4277.94873,4131.794922,4294.871582,4187.692383,4187.179199,4235.384277,4183.589844,4169.230469,4192.820313,4169.743652,4182.05127,4192.820313,4193.846191
4174.871582,4268.717773,4149.230469,4274.358887,4185.641113,4200,4244.615234,4197.94873,4176.410156,4191.794922,4173.846191,4182.05127,4215.384277,4204.615234
4185.641113,4265.641113,4175.897461,4264.102539,4181.538574,4200,4244.102539,4194.871582,4190.256348,4191.794922,4186.153809,4178.974121,4217.94873,4213.846191
4192.820313,4251.794922,4222.05127,4245.641113,4197.436035,4206.153809,4243.07666,4191.281738,4188.205078,4191.794922,4187.179199,4182.563965,4185.641113,4211.281738
4183.07666,4232.820313,4208.205078,4220,4209.743652,4202.05127,4240,4195.384277,4179.487305,4191.794922,4177.436035,4178.461426,4183.07666,4204.615234
4186.153809,4226.153809,4190.256348,4213.846191,4206.153809,4196.922852,4239.487305,4195.897461,4189.743652,4196.410156,4185.12793,4177.436035,4217.94873,4205.12793
4202.563965,4222.05127,4224.102539,4217.436035,4197.436035,4205.641113,4240,4194.358887,4199.487305,4196.922852,4204.615234,4191.281738,4220.512695,4215.384277
4201.538574,4205.641113,4215.897461,4189.743652,4192.307617,4201.538574,4230.256348,4191.281738,4184.102539,4189.743652,4198.461426,4180.512695,4200.512695,4216.922852
4203.07666,4196.922852,4182.563965,4153.846191,4191.281738,4191.794922,4231.281738,4190.256348,4169.743652,4191.794922,4187.692383,4178.461426,4198.974121,4209.743652
4211.281738,4201.025391,4151.281738,4155.897461,4177.94873,4193.846191,4232.820313,4188.205078,4172.820313,4195.897461,4199.487305,4188.717773,4209.230469,4201.538574
4196.922852,4190.769043,4148.205078,4154.358887,4180.512695,4187.692383,4223.589844,4179.487305,4173.846191,4192.307617,4198.461426,4179.487305,4200.512695,4192.820313
4173.846191,4174.871582,4172.307617,4127.179199,4198.461426,4177.436035,4226.153809,4176.922852,4172.307617,4190.256348,4176.410156,4172.307617,4174.871582,4179.487305
4192.307617,4182.05127,4194.871582,4126.153809,4196.410156,4193.333008,4236.410156,4189.743652,4192.820313,4191.281738,4184.102539,4171.794922,4178.974121,4181.025391
4223.589844,4201.538574,4226.666504,4149.743652,4193.333008,4206.666504,4240,4196.410156,4201.538574,4190.256348,4206.666504,4178.461426,4199.487305,4200.512695
4217.94873,4195.897461,4205.12793,4141.538574,4188.205078,4194.871582,4233.846191,4180.512695,4187.179199,4189.230469,4200.512695,4186.153809,4195.384277,4208.717773
4209.743652,4174.871582,4190.256348,4111.794922,4184.102539,4185.641113,4238.461426,4174.871582,4200.512695,4190.769043,4194.871582,4181.025391,4185.641113,4200
4224.615234,4173.846191,4226.153809,4102.05127,4193.333008,4198.974121,4260.512695,4187.692383,4210.256348,4190.256348,4205.12793,4181.025391,4182.563965,4196.410156
4236.410156,4187.692383,4205.641113,4113.333008,4191.794922,4210.769043,4265.641113,4189.743652,4188.205078,4189.743652,4208.717773,4188.205078,4179.487305,4212.307617
4235.384277,4176.922852,4188.717773,4115.384277,4184.102539,4183.07666,4255.384277,4175.384277,4170.769043,4195.384277,4198.974121,4191.794922,4177.436035,4220.512695
4227.179199,4164.615234,4201.538574,4107.692383,4182.05127,4152.820313,4253.846191,4170.256348,4174.871582,4195.897461,4194.871582,4183.589844,4177.436035,4204.615234
4227.692383,4176.410156,4204.102539,4103.589844,4188.717773,4170.769043,4266.666504,4189.743652,4188.205078,4190.769043,4198.974121,4187.179199,4183.07666,4197.436035
4240,4174.358887,4195.897461,4093.845947,4197.94873,4202.05127,4275.897461,4189.743652,4195.897461,4188.205078,4200.512695,4197.94873,4177.436035,4208.205078
4239.487305,4165.12793,4151.794922,4089.230713,4183.589844,4198.461426,4267.179199,4177.436035,4189.743652,4189.743652,4201.538574,4178.974121,4174.358887,4203.07666
4238.461426,4174.358887,4173.333008,4102.563965,4178.461426,4190.256348,4270.256348,4195.384277,4186.666504,4193.333008,4204.102539,4171.281738,4180.512695,4195.384277
4249.743652,4181.538574,4216.410156,4106.153809,4189.743652,4195.897461,4275.897461,4207.179199,4196.410156,4188.205078,4202.563965,4189.743652,4170.256348,4209.230469
4260.512695,4183.589844,4210.769043,4103.589844,4197.436035,4196.410156,4266.153809,4196.410156,4192.307617,4182.563965,4198.974121,4185.12793,4170.769043,4209.743652
4264.615234,4197.94873,4217.436035,4111.794922,4206.153809,4197.436035,4267.179199,4196.410156,4175.384277,4190.256348,4198.974121,4179.487305,4186.666504,4192.307617
4257.436035,4205.12793,4196.922852,4119.487305,4197.94873,4201.025391,4265.641113,4194.358887,4176.410156,4199.487305,4201.538574,4187.692383,4181.025391,4203.589844
4271.794922,4193.333008,4210.256348,4124.102539,4195.384277,4202.05127,4263.07666,4185.12793,4191.281738,4196.410156,4209.743652,4192.820313,4171.281738,4229.743652
4290.256348,4188.717773,4235.897461,4131.794922,4193.846191,4191.794922,4269.230469,4195.384277,4192.820313,4185.12793,4209.743652,4188.717773,4193.333008,4215.384277
4269.743652,4191.281738,4209.230469,4123.07666,4178.461426,4182.563965,4260,4204.102539,4176.410156,4182.05127,4194.871582,4178.461426,4215.384277,4190.769043
4251.794922,4185.641113,4203.589844,4113.333008,4181.025391,4193.846191,4254.871582,4187.692383,4174.358887,4190.256348,4195.384277,4192.307617,4221.538574,4215.384277
4265.12793,4178.974121,4187.692383,4131.794922,4183.589844,4204.615234,4260.512695,4175.384277,4190.769043,4193.846191,4208.717773,4196.922852,4231.281738,4235.384277
4269.230469,4192.307617,4175.897461,4151.281738,4188.205078,4209.230469,4268.205078,4190.256348,4190.256348,4189.230469,4207.692383,4187.179199,4211.281738,4211.281738
4250.256348,4193.333008,4191.794922,4117.94873,4205.12793,4206.153809,4265.12793,4193.333008,4180,4190.769043,4198.461426,4190.769043,4165.12793,4195.897461
4236.410156,4166.153809,4185.641113,4077.94873,4201.538574,4181.025391,4250.769043,4165.12793,4180.512695,4196.410156,4192.307617,4182.563965,4162.05127,4198.974121
4241.538574,4167.692383,4200.512695,4101.538574,4191.281738,4170.256348,4253.333008,4162.05127,4182.05127,4192.820313,4184.102539,4176.922852,4182.563965,4189.743652
4242.563965,4191.281738,4203.589844,4125.641113,4196.410156,4195.897461,4256.922852,4191.281738,4187.692383,4184.102539,4189.230469,4183.589844,4162.563965,4187.179199
4241.025391,4182.05127,4203.07666,4108.717773,4208.717773,4203.07666,4253.333008,4200.512695,4190.769043,4186.666504,4198.974121,4190.769043,4156.410156,4204.615234
4237.436035,4168.205078,4218.974121,4100,4202.05127,4181.538574,4253.333008,4192.307617,4181.538574,4197.94873,4193.846191,4192.820313,4189.230469,4207.692383
4226.666504,4184.102539,4204.615234,4105.641113,4184.615234,4187.179199,4249.743652,4189.743652,4176.410156,4195.384277,4185.12793,4184.615234,4193.333008,4192.820313
4226.153809,4183.589844,4185.12793,4102.05127,4184.102539,4204.615234,4254.358887,4189.230469,4184.615234,4189.230469,4185.641113,4188.717773,4174.358887,4194.358887
4233.846191,4157.94873,4165.641113,4097.94873,4184.102539,4191.794922,4255.897461,4190.256348,4203.07666,4193.333008,4192.820313,4187.692383,4179.487305,4204.102539
4241.538574,4156.922852,4191.281738,4114.871582,4191.281738,4181.025391,4256.410156,4201.025391,4214.358887,4193.333008,4204.102539,4181.538574,4198.974121,4206.666504
4242.563965,4169.743652,4229.230469,4120.512695,4200,4190.769043,4256.410156,4192.307617,4197.436035,4189.230469,4202.05127,4187.179199,4193.846191,4204.102539
4229.743652,4165.12793,4202.05127,4093.333252,4190.769043,4199.487305,4242.05127,4164.102539,4168.205078,4191.281738,4178.461426,4177.94873,4156.922852,4198.974121
4229.230469,4150.256348,4224.102539,4070.256348,4205.12793,4188.717773,4240.512695,4161.025391,4161.538574,4195.384277,4172.307617,4170.256348,4137.436035,4199.487305
4225.12793,4152.307617,4217.436035,4086.153809,4215.897461,4170.256348,4243.589844,4174.358887,4170.256348,4193.846191,4189.230469,4181.025391,4158.974121,4204.102539
4205.641113,4151.794922,4145.12793,4100.512695,4193.333008,4167.179199,4230.769043,4175.384277,4169.230469,4192.307617,4179.487305,4172.307617,4153.846191,4186.666504
4201.538574,4132.820313,4156.410156,4085.640869,4176.922852,4175.897461,4225.641113,4170.769043,4167.179199,4191.281738,4152.820313,4152.820313,4102.05127,4157.94873
4209.743652,4132.307617,4190.769043,4099.487305,4184.615234,4180,4232.307617,4174.358887,4171.281738,4192.307617,4160,4156.922852,4093.845947,4162.563965
4212.307617,4150.256348,4178.461426,4138.461426,4201.538574,4178.461426,4239.487305,4184.615234,4174.871582,4193.333008,4178.461426,4171.794922,4142.05127,4182.05127
4212.307617,4147.692383,4153.333008,4134.358887,4192.820313,4164.102539,4236.410156,4182.563965,4182.563965,4184.615234,4169.230469,4154.358887,4155.897461,4161.538574
4214.871582,4142.05127,4182.05127,4115.384277,4184.615234,4150.256348,4235.384277,4178.974121,4192.820313,4182.05127,4161.538574,4141.538574,4134.871582,4143.07666
4213.846191,4147.179199,4223.589844,4130.769043,4196.922852,4167.179199,4241.538574,4178.974121,4189.743652,4192.820313,4181.538574,4172.820313,4142.05127,4174.358887
4217.94873,4141.025391,4194.871582,4149.743652,4196.410156,4188.717773,4235.897461,4173.846191,4183.589844,4191.281738,4188.205078,4181.025391,4166.666504,4193.846191
4229.230469,4141.025391,4198.461426,4141.025391,4200.512695,4187.179199,4240.512695,4182.563965,4191.794922,4185.641113,4172.307617,4169.743652,4187.179199,4171.281738
4223.07666,4159.487305,4213.333008,4124.615234,4195.384277,4178.974121,4243.07666,4187.179199,4201.025391,4192.307617,4176.410156,4181.538574,4189.230469,4171.794922
4213.846191,4162.563965,4201.025391,4134.358887,4180.512695,4174.871582,4227.692383,4172.820313,4195.384277,4196.410156,4185.12793,4183.589844,4181.538574,4190.769043
4223.589844,4157.94873,4219.487305,4161.025391,4192.820313,4177.436035,4230.256348,4167.692383,4181.538574,4193.846191,4171.794922,4176.410156,4186.666504,4185.641113
4217.94873,4174.358887,4183.07666,4169.743652,4194.871582,4189.230469,4238.461426,4176.922852,4188.717773,4192.307617,4165.12793,4179.487305,4206.153809,4190.769043
4218.974121,4173.333008,4167.692383,4174.358887,4186.666504,4193.333008,4236.410156,4185.641113,4212.820313,4193.846191,4177.94873,4186.153809,4231.794922,4201.025391
4237.436035,4153.846191,4189.230469,4183.07666,4181.538574,4192.820313,4232.820313,4194.871582,4217.436035,4193.846191,4174.871582,4188.717773,4234.358887,4187.692383
4230.256348,4163.07666,4164.102539,4181.025391,4177.436035,4191.281738,4233.846191,4194.871582,4200.512695,4193.333008,4162.05127,4181.025391,4213.846191,4178.461426
4218.461426,4183.589844,4167.692383,4181.538574,4188.205078,4175.897461,4238.461426,4181.025391,4202.05127,4188.205078,4177.436035,4171.281738,4203.589844,4188.205078
4221.538574,4193.846191,4183.589844,4200,4197.94873,4178.461426,4240,4178.974121,4216.922852,4184.102539,4188.717773,4172.820313,4223.07666,4195.897461
4228.717773,4186.666504,4197.94873,4206.153809,4199.487305,4196.410156,4240,4177.436035,4214.358887,4189.743652,4182.563965,4183.07666,4238.461426,4200.512695
4229.230469,4180.512695,4206.666504,4194.358887,4198.461426,4190.256348,4237.94873,4170.256348,4202.05127,4189.743652,4181.538574,4185.12793,4223.589844,4202.563965
4221.538574,4186.153809,4214.358887,4192.820313,4200,4178.974121,4235.897461,4179.487305,4198.974121,4183.589844,4180,4182.05127,4221.025391,4199.487305
4217.94873,4187.179199,4233.846191,4190.256348,4201.025391,4187.179199,4236.922852,4180,4210.769043,4187.179199,4176.410156,4194.871582,4226.153809,4204.615234
4212.820313,4178.461426,4198.461426,4178.461426,4183.589844,4195.384277,4229.743652,4171.794922,4213.333008,4196.410156,4177.94873,4187.692383,4211.281738,4197.436035
4208.717773,4183.589844,4186.153809,4168.717773,4182.563965,4198.461426,4231.281738,4193.333008,4211.281738,4196.410156,4182.05127,4184.615234,4193.846191,4186.666504
4217.94873,4194.871582,4211.794922,4148.205078,4197.436035,4199.487305,4241.025391,4207.179199,4223.07666,4186.153809,4183.07666,4209.743652,4196.410156,4205.12793
